ad_id,moderator_id,ad_score,moderator_score,mismatch_score
1747578422390810,3371590,1.0,1.0,0.0
1758543228094480,1673359233746949,0.9545321116195098,0.9555779179290596,0.0010458063095497572
1738303151826990,5090932,1.0,0.8721070327246376,0.12789296727536237
1738303920938010,5090932,0.910277499533218,0.8721070327246376,0.03817046680858038
1738304016410620,5090932,0.9102767448494924,0.8721070327246376,0.03816971212485476
1738304421208090,5090932,0.9102766291659896,0.8721070327246376,0.03816959644135198
1738304605976620,5090932,0.9102766340469536,0.8721070327246376,0.03816960132231595
1724385503656970,9060023,0.9999999999999998,1.0,2.220446049250313e-16
1764813273437210,7615952,0.9850211377902708,0.9763055855062928,0.008715552283978023
1763583923607580,5090932,0.8959957438039119,0.8721070327246376,0.02388871107927426
1764585402541070,1702615776441346,1.0,1.0,0.0
1765089254920220,1695548425347074,0.9999990893585458,0.9999999999999998,9.106414540216434e-07
1765121170665500,1695548425347074,0.9999918927711734,0.9999999999999998,8.107228826381707e-06
1763582835715070,1694617222918145,0.820511887502128,0.8205863687329938,7.448123086584157e-05
1763766858169370,1694617222918145,0.8205116846908724,0.8205863687329938,7.4684042121409e-05
1767664297198600,1695548425347074,0.9999934100840664,0.9999999999999998,6.589915933385981e-06
1767664297196540,1695548425347074,0.999993283951076,0.9999999999999998,6.716048923771645e-06
1767540892154930,3810922,0.6895969820050287,0.6897640575312661,0.00016707552623740352
1767027023555630,1729880322678785,0.7200701763491657,0.7196378971635067,0.00043227918565902357
1767187528079370,1719659311157249,0.7637207462816739,0.7634596456373834,0.0002611006442904129
1767187070801970,1719659311157249,0.7637207864534147,0.7634596456373834,0.0002611408160312356
1767187070787580,1719659311157249,0.763720622502475,0.7634596456373834,0.0002609768650915223
1767187070795790,1719659311157249,0.7637214948432663,0.7634596456373834,0.0002618492058829025
1767392366439450,1729880322678785,0.7200740234299878,0.7196378971635067,0.0004361262664811516
1760747822381050,8679887,0.6736325335776062,0.6757313113677407,0.002098777790134454
1760794835125260,8679887,0.6736327830139789,0.6757313113677407,0.002098528353761786
1767567705104400,1755797122182146,0.7823409120234233,0.7826851626830817,0.0003442506596584849
1760966428402700,1736487767198722,0.7752578979778533,0.7744041888850444,0.0008537090928089075
1768110086084620,1694617222918145,0.820503505487661,0.8205863687329938,8.286324533279821e-05
1768110086089740,1694617222918145,0.8205040375524646,0.8205863687329938,8.233118052924926e-05
1763922466157560,1671869410894854,0.6832652977516622,0.6840527396162344,0.0007874418645721359
1763922466156570,7619253,0.6536595998086374,0.6534908347251301,0.00016876508350727182
1769057503455260,1702727788573698,0.6723401295818997,0.671446889214341,0.0008932403675586675
1752697263961130,7677885,0.6180497971088613,0.623852680568279,0.005802883459417707
1752556244326410,1752289495219201,0.7194536301463829,0.719582704007499,0.00012907386111615793
1768634999674930,1694617222918145,0.8205050096368494,0.8205863687329938,8.135909614448433e-05
1761058310589450,6103851,0.6368138125943082,0.6330102691223108,0.003803543471997406
1762431676056620,6103851,0.6511140579850677,0.6330102691223108,0.018103788862756875
1769863071097850,1769302206223394,0.7474022227488619,0.7482363691497542,0.0008341464008922994
